全粒粉バゲット生ハム＆トマト,340円（税込367.20円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/052773/E0889208E61578557463367FDCE2A81B.jpg,https://www.sej.co.jp/products/a/item/052773/,289kcal,11.5g,12.1g,34.7g,32.1g,2.6g,2.2g
たまご＆ツナサンド,250円（税込270円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/052874/9E19ED4987AC69E0D0AFCBB230FC1559.jpg,https://www.sej.co.jp/products/a/item/052874/,338kcal,10.6g,21.9g,25.4g,24.0g,1.4g,1.2g
ラップデリスパイシーコブサラダ,298円（税込321.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/053184/CC62BCF87F72AB39EFF8C0FBFBB5116E.jpg,https://www.sej.co.jp/products/a/item/053184/,362kcal,11.4g,23.7g,27.1g,24.6g,2.5g,1.9g
信州産いちご入りフルーツミックスサンド,480円（税込518.40円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/053165/2DBEA25CB602BE0367D1F8769F1C4629.jpg,https://www.sej.co.jp/products/a/item/053165/,250kcal,5.1g,10.9g,33.6g,32.2g,1.4g,0.51g
ブリトーチーズ倍盛りハム＆チーズ,390円（税込421.20円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/053054/16823C4333FEBA057C67D495B1E4D006.jpg,https://www.sej.co.jp/products/a/item/053054/,441kcal,28.0g,23.4g,31.1g,29.6g,1.5g,2g
ベーコン・レタス・トマト,420円（税込453.60円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/053068/D5A67B621A4EB3FD28DE0D2920E500B9.jpg,https://www.sej.co.jp/products/a/item/053068/,255kcal,7.8g,13.9g,25.6g,23.7g,1.9g,1.3g
ペッパーポーク＆チェダー,378円（税込408.24円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/053211/91DE5B32FC751947114F36D85AF53241.jpg,https://www.sej.co.jp/products/a/item/053211/,322kcal,13.1g,16.0g,32.6g,30.4g,2.2g,1.9g
ハムカツたまごサンド,310円（税込334.80円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/051884/7D0BD6F3FCFE83C4013BA12C201CAB69.jpg,https://www.sej.co.jp/products/a/item/051884/,461kcal,12.2g,28.3g,39.8g,38.7g,1.1g,2.3g
ブリトーあんバター,280円（税込302.40円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/053033/97EDC1D1D874A1569D8F2F6C40EAE36D.jpg,https://www.sej.co.jp/products/a/item/053033/,264kcal,8.1g,6.3g,45.2g,42.1g,3.1g,0.8g
海老カツ瀬戸内レモンタルタルサンド,400円（税込432円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/053213/89AF6C4AA6141EE7AE28480BC9703DD8.jpg,https://www.sej.co.jp/products/a/item/053213/,415kcal,12.7g,20.1g,46.7g,44.8g,1.9g,2.4g
半熟卵てりやきバーガー,398円（税込429.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/053210/39FA168665AC6AB7FA93D92121950616.jpg,https://www.sej.co.jp/products/a/item/053210/,463kcal,16.8g,26.1g,40.9g,39.6g,1.3g,2.3g
佐世保スイートマヨサンド,498円（税込537.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/052867/E08A973936D3601BD0DF8E99D857A17B.jpg,https://www.sej.co.jp/products/a/item/052867/,505kcal,10.3g,34.6g,39.2g,37.1g,2.1g,1.7g
チーズバーガー,270円（税込291.60円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/052835/E78BD42EDD1E4CE044072A0D6DF5D827.jpg,https://www.sej.co.jp/products/a/item/052835/,320kcal,13.9g,13.3g,36.9g,35.2g,1.7g,1.9g
群馬県産たまご使用ボロニアソーセージエッグＢＢＱソース,340円（税込367.20円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/053156/2F5CFF73B54108F9BD1E87021C3B1376.jpg,https://www.sej.co.jp/products/a/item/053156/,392kcal,16.1g,20.1g,37.6g,35.8g,1.8g,3g
ミニロール（たまご＆ハムチーズ）,240円（税込259.20円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/053136/FF870734E3572A5CA9B869BF09C93004.jpg,https://www.sej.co.jp/products/a/item/053136/,306kcal,9.0g,17.1g,29.9g,28.2g,1.7g,1.1g
とんかつサンド,420円（税込453.60円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/053024/5380E6B1624BB8206FF48812ABBB6B52.jpg,https://www.sej.co.jp/products/a/item/053024/,698kcal,18.9g,35.4g,77.1g,74.8g,2.3g,3.9g
ハムカツたまごサンド,310円（税込334.80円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/052328/12286C6CF2C0395E02245E2AB55BDCD5.jpg,https://www.sej.co.jp/products/a/item/052328/,461kcal,12.2g,28.3g,39.8g,38.7g,1.1g,2.3g
ツナ＆きゅうりサンド,320円（税込345.60円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/053101/676E17FB9F1E012184540F09C147D750.jpg,https://www.sej.co.jp/products/a/item/053101/,323kcal,13.1g,19.1g,25.7g,23.7g,2.0g,1.5g
ミニロール（ハムたまご＆コロッケ）,250円（税込270円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/053060/1D95AF65847C73E34D5DC764B4E13640.jpg,https://www.sej.co.jp/products/a/item/053060/,321kcal,8.5g,14.7g,39.8g,37.7g,2.1g,1.4g
ＢＬＴサンド,398円（税込429.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/053009/F3DF25FE06870C7E043323CFDF20E7E4.jpg,https://www.sej.co.jp/products/a/item/053009/,254kcal,7.7g,13.9g,25.3g,23.6g,1.7g,1.3g
ソーセージエッグマフィン,278円（税込300.24円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/053189/487E4819F4C0C06E92C2F6F14771E020.jpg,https://www.sej.co.jp/products/a/item/053189/,345kcal,15.0g,18.5g,30.7g,28.7g,2.0g,2.1g
クロワッサンサンドハム＆チーズ,398円（税込429.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/053106/9B758B6147BC3170793DCDADDFDA8BAB.jpg,https://www.sej.co.jp/products/a/item/053106/,448kcal,9.3g,36.0g,22.2g,21.1g,1.1g,1.7g
お月見冷しちく玉天うどん,548円（税込591.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/090510/5839F6E7E9DCF09BBB5DC5C044A71744.jpg,https://www.sej.co.jp/products/a/item/090510/,734kcal,18.2g,20.0g,122.3g,118.2g,4.1g,4g
東北限定若鶏の冷たい肉そば,570円（税込615.60円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/095766/A48AD8B4AB9330EAE2A28D1109CD2CDA.jpg,https://www.sej.co.jp/products/a/item/095766/,526kcal,24.3g,14.4g,76.8g,72.7g,4.1g,4.8g
野菜たっぷりあんかけ焼そば,538円（税込581.04円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/090674/03C8E5C85A86D242290CFF39F453C1A3.jpg,https://www.sej.co.jp/products/a/item/090674/,550kcal,22.8g,12.6g,89.3g,83.5g,5.8g,4.2g
高島とんちゃん焼うどん鶏の味噌焼き,540円（税込583.20円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/090580/D2F7783100E4635685567F13CF3D49CB.jpg,https://www.sej.co.jp/products/a/item/090580/,592kcal,21.9g,24.3g,73.5g,69.3g,4.2g,4.5g
ぼっかけ焼そば,560円（税込604.80円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/090723/9C66E117912EBBD648351D2B235F7724.jpg,https://www.sej.co.jp/products/a/item/090723/,603kcal,18.7g,19.0g,92.2g,86.2g,6.0g,6.2g
冷し中華,530円（税込572.40円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/095574/60C9A2F8DEC69B921FF5289278E82B59.jpg,https://www.sej.co.jp/products/a/item/095574/,446kcal,18.3g,9.9g,72.4g,69.2g,3.2g,4.8g
薬味で味わう冷し月見半熟玉子うどん,470円（税込507.60円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/090341/787856C7A2D08FB759D7BE73A15DE4AA.jpg,https://www.sej.co.jp/products/a/item/090341/,468kcal,12.0g,15.3g,71.4g,69.5g,1.9g,2.8g
１／２日分の野菜が摂れる和風ちゃんぽん,580円（税込626.40円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/090586/BBB280E5DC118ED82913A3B8E6BCA1E5.jpg,https://www.sej.co.jp/products/a/item/090586/,424kcal,16.2g,11.2g,67.5g,61.9g,5.6g,4.8g
だしの旨みと醤油香る焼うどん,460円（税込496.80円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/095166/4EAA00EDC29EC560C1083BCA729A7EFA.jpg,https://www.sej.co.jp/products/a/item/095166/,675kcal,23.9g,17.3g,110.0g,101.8g,8.2g,5.5g
冷し中華（マヨ付）,530円（税込572.40円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/095566/592BC4CB7FF56E5152FC98DFDE1EDF0E.jpg,https://www.sej.co.jp/products/a/item/095566/,533kcal,17.6g,20.2g,71.8g,68.8g,3.0g,4.9g
岐阜の味冷したぬきそば,500円（税込540円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/095512/01B0744D0A6AFE38A5E8CD47F0B45B31.jpg,https://www.sej.co.jp/products/a/item/095512/,638kcal,20.5g,23.8g,88.4g,82.6g,5.8g,4g
信州麺友会公認ねぎと胡椒の王様中華そば,648円（税込699.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/090665/19C521E49D99DF5B07DB407415EAB988.jpg,https://www.sej.co.jp/products/a/item/090665/,468kcal,22.4g,9.1g,76.4g,71.6g,4.8g,6.5g
冷しぶっかけうどん,340円（税込367.20円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/090698/AF2724A79E3A00A7FBF4E74F52766CB3.jpg,https://www.sej.co.jp/products/a/item/090698/,593kcal,7.7g,14.1g,110.9g,106.9g,4.0g,3.3g
ミニ温そうめん上州地粉そうめん使用,330円（税込356.40円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/090620/782528DD343D696F2FA891ACB558757A.jpg,https://www.sej.co.jp/products/a/item/090620/,166kcal,7.3g,1.0g,32.8g,31.2g,1.6g,2.1g
冷しぶっかけうどん,340円（税込367.20円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/095523/864B226927F7E797F493CD027514241E.jpg,https://www.sej.co.jp/products/a/item/095523/,507kcal,9.8g,14.7g,85.6g,82.0g,3.6g,4g
だし割りななこいもとろろの田舎そば,470円（税込507.60円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/090595/729BB3B72FE92E810B27D124DC663F5E.jpg,https://www.sej.co.jp/products/a/item/090595/,367kcal,13.9g,2.4g,74.8g,69.9g,4.9g,2.3g
ソース焼そば,398円（税込429.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/090675/43DF51BAC1D47FF66628E232F7B16FDF.jpg,https://www.sej.co.jp/products/a/item/090675/,707kcal,18.0g,19.1g,118.1g,113.4g,4.7g,6.8g
ちゅるもち鮭ときのこのクリームうどん,580円（税込626.40円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/090771/0635D32D2EDEB6D1BD2F00052EF67448.jpg,https://www.sej.co.jp/products/a/item/090771/,555kcal,17.2g,21.7g,75.5g,70.1g,5.4g,3.9g
半熟味付たまごの冷製中華そば,500円（税込540円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/095896/203422B0555E28FF06F47A1131EFDB77.jpg,https://www.sej.co.jp/products/a/item/095896/,383kcal,17.4g,8.7g,60.2g,57.1g,3.1g,4g
静岡限定のりおろしそば,430円（税込464.40円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/095514/773022723E79090EA0DB54A192503322.jpg,https://www.sej.co.jp/products/a/item/095514/,365kcal,13.6g,6.5g,66.0g,59.8g,6.2g,2.8g
濃厚だし割りとろろの冷しぶっかけそば,480円（税込518.40円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/095507/A2C8CB50F1C01374AAE65AD7859D0D24.jpg,https://www.sej.co.jp/products/a/item/095507/,354kcal,14.0g,4.0g,68.8g,62.3g,6.5g,2.4g
ミニ冷し中華（マヨ付）,410円（税込442.80円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/095575/866D4712740193F6F21907677969A4F2.jpg,https://www.sej.co.jp/products/a/item/095575/,377kcal,11.3g,16.6g,46.5g,44.6g,1.9g,3.1g
濃厚だし割りとろろのミニ冷しぶっかけそば,390円（税込421.20円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/095653/D1E1033216B04AC328A7757408A252ED.jpg,https://www.sej.co.jp/products/a/item/095653/,207kcal,8.4g,2.2g,40.4g,36.6g,3.8g,1.6g
お月見明太半熟玉子うどん,480円（税込518.40円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/090316/CF74F3DCB695318B2A23713AD486181B.jpg,https://www.sej.co.jp/products/a/item/090316/,508kcal,16.4g,13.4g,82.1g,78.8g,3.3g,4.1g
product_name,price,picture,url,calorie,protein,fat,carbohydrate,sugar,fiber,salt
豚しゃぶと胡麻ぽん酢の和風おろし冷製パスタ,598円（税込645.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/095937/9D38C448B98BCE8EBE634705EF8EDA00.jpg,https://www.sej.co.jp/products/a/item/095937/,609kcal,28.4g,20.5g,80.3g,75.1g,5.2g,7.2g
道東限定ミートスパカツ,628円（税込678.24円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/095153/7C9A648EF40A4C3AEB4E68A5328CAD20.jpg,https://www.sej.co.jp/products/a/item/095153/,908kcal,32.9g,38.7g,109.8g,104.4g,5.4g,5g
きのこと鶏肉のクリームパスタ,510円（税込550.80円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/090401/95C8F8124CBAF9C4F5EF0C8CD008708F.jpg,https://www.sej.co.jp/products/a/item/090401/,578kcal,23.8g,16.4g,86.9g,80.8g,6.1g,4.4g
つぶつぶ生たらこをのせた和風パスタ,500円（税込540円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/090346/2FC9257D073C621FD17085C7CAB31D90.jpg,https://www.sej.co.jp/products/a/item/090346/,443kcal,24.0g,8.6g,69.8g,65.2g,4.6g,4.2g
大盛明太マヨのスパゲティ,440円（税込475.20円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/095739/9B59B7FF9E7B6C7673672D236E51FA8B.jpg,https://www.sej.co.jp/products/a/item/095739/,750kcal,25.0g,28.4g,102.3g,94.7g,7.6g,6.6g
静岡限定和風冷製パスタツナと大根おろし,440円（税込475.20円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/095797/B4FBC7A0B89624A9097CE320909BC606.jpg,https://www.sej.co.jp/products/a/item/095797/,379kcal,18.9g,10.6g,54.6g,49.5g,5.1g,4.3g
冷製パスタ海老のトマトクリーム,520円（税込561.60円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/095884/A8A6D61861FCAD5A9CB93F4EFFFCD857.jpg,https://www.sej.co.jp/products/a/item/095884/,390kcal,15.1g,12.9g,56.2g,50.7g,5.5g,4.7g
魚介の旨塩大盛パスタ,540円（税込583.20円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/090699/727A4A1347D547985762BAE325CF5059.jpg,https://www.sej.co.jp/products/a/item/090699/,580kcal,28.1g,12.4g,92.0g,86.0g,6.0g,4.7g
チキンステーキのせバター醤油パスタ,550円（税込594円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/090549/12B175D556E31624FDB5BF6A355AD275.jpg,https://www.sej.co.jp/products/a/item/090549/,791kcal,41.3g,25.0g,104.0g,96.3g,7.7g,5.6g
ボンゴレロッソあさりのトマトソース,530円（税込572.40円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/096016/1D55A0C556FC856B5C793EB6152C3A8F.jpg,https://www.sej.co.jp/products/a/item/096016/,546kcal,23.4g,16.8g,78.0g,72.5g,5.5g,4.6g
よくばりパスタミートボールのせトマトソース,550円（税込594円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/095531/4FCCE98C01368DDE1DA2968089533877.jpg,https://www.sej.co.jp/products/a/item/095531/,783kcal,30.4g,23.9g,115.7g,107.6g,8.1g,6g
大盛明太マヨのスパゲティ,450円（税込486円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/094910/BFC234A0C4E8644C5DAD2D9484839C7F.jpg,https://www.sej.co.jp/products/a/item/094910/,718kcal,23.7g,30.3g,90.5g,84.8g,5.7g,4.7g
冷製トマトソーストマトと蒸し鶏のパスタ,498円（税込537.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/095774/6CC0F07D850DC6692A4A6B6366561C8F.jpg,https://www.sej.co.jp/products/a/item/095774/,380kcal,18.3g,7.5g,62.7g,57.0g,5.7g,5.3g
麺大盛ソーセージのペペロンチーノ,560円（税込604.80円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/094499/B34598A20BBFC62189071E54A3C5DFD8.jpg,https://www.sej.co.jp/products/a/item/094499/,904kcal,41.0g,31.8g,117.4g,109.3g,8.1g,7.3g
ツナと大根おろしの和風パスタ,430円（税込464.40円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/090306/449AB4FFAD0C59BCBF5904B1C1774FFD.jpg,https://www.sej.co.jp/products/a/item/090306/,464kcal,25.8g,8.7g,73.4g,67.6g,5.8g,4g
大盛海老といかの旨塩パスタ,590円（税込637.20円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/090450/2A44E61FB1B28A86C9422BACA61DF59D.jpg,https://www.sej.co.jp/products/a/item/090450/,561kcal,28.7g,13.7g,83.8g,77.4g,6.4g,6.4g
道東限定塩味スパゲティ,398円（税込429.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/094968/A9AB1EB6127391049DECC86C5E7FE962.jpg,https://www.sej.co.jp/products/a/item/094968/,555kcal,23.4g,17.1g,80.4g,73.3g,7.1g,5.9g
海老といかの旨塩パスタ,580円（税込626.40円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/095836/235D50B5857A06F04C9625C3850416CB.jpg,https://www.sej.co.jp/products/a/item/095836/,629kcal,28.9g,15.9g,95.6g,89.6g,6.0g,5.5g
大盛明太マヨのスパゲティ,430円（税込464.40円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/095695/BEC8E986ECB328E5C62DD6B234F20CF9.jpg,https://www.sej.co.jp/products/a/item/095695/,750kcal,25.0g,28.4g,102.3g,94.7g,7.6g,6.6g
アスパラとベーコンのバター醤油パスタ,550円（税込594円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/095989/32A6F0A1EB08184EA0087AA3021328DB.jpg,https://www.sej.co.jp/products/a/item/095989/,536kcal,23.5g,16.7g,75.6g,70.2g,5.4g,3.7g
冷製パスタ豚しゃぶごまポン酢,530円（税込572.40円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/090343/D56BD2F1C3C509722053F50BE3FF4EF4.jpg,https://www.sej.co.jp/products/a/item/090343/,473kcal,22.5g,19.2g,54.4g,50.8g,3.6g,4.7g
ボンゴレロッソあさりのトマトソース,530円（税込572.40円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/096010/BCEC014E784EC535F0FC9F3CF7B1C6DD.jpg,https://www.sej.co.jp/products/a/item/096010/,546kcal,23.4g,16.8g,78.0g,72.5g,5.5g,4.6g
大盛トマトとニンニクのパスタ,530円（税込572.40円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/095538/630AB1068279E021A3DC35B35D88BD77.jpg,https://www.sej.co.jp/products/a/item/095538/,750kcal,29.1g,25.0g,106.1g,98.3g,7.8g,5.9g
高菜と大盛スパゲティ,460円（税込496.80円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/096071/A2C735EDA92FCC1A19C54DFB58E095FA.jpg,https://www.sej.co.jp/products/a/item/096071/,659kcal,28.3g,13.7g,110.4g,100.7g,9.7g,7g
ＺＥＮＢヌードル使用彩り野菜のトマトソース,598円（税込645.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/090548/77A1F0C81C3406B72E86306068583975.jpg,https://www.sej.co.jp/products/a/item/090548/,327kcal,20.3g,10.3g,43.8g,32.5g,11.3g,2.6g
スパゲットーニにんにくトマト,398円（税込429.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/095964/841B31576B10C3BBF1A68CAC424FF9D0.jpg,https://www.sej.co.jp/products/a/item/095964/,727kcal,27.4g,14.7g,124.9g,117.8g,7.1g,5.6g
小松菜のバター醤油パスタ,510円（税込550.80円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/095722/7C8BF8C4C5B6B8E3A3A9F396190A1C99.jpg,https://www.sej.co.jp/products/a/item/095722/,499kcal,18.6g,15.2g,75.0g,68.9g,6.1g,3.7g
冷製パスタ生ハムとバジルクリーム,490円（税込529.20円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/096040/A78929FF1ABDDAD8A51CA4A9D0497FD0.jpg,https://www.sej.co.jp/products/a/item/096040/,435kcal,16.2g,19.6g,51.6g,45.5g,6.1g,4.3g
冷製パスタトマトと生ハムとチーズ,550円（税込594円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/095696/28DFDB28176845A981EA5E892A3B5E15.jpg,https://www.sej.co.jp/products/a/item/095696/,413kcal,15.8g,14.7g,56.6g,52.2g,4.4g,3.8g
コクと旨味が広がるボンゴレスープパスタ,460円（税込496.80円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/094856/77451CBC4F400240D5013BD69DC1E1E6.jpg,https://www.sej.co.jp/products/a/item/094856/,436kcal,24.2g,9.4g,66.0g,61.1g,4.9g,3.8g
肉の旨味あふれるミートソース,460円（税込496.80円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/095693/99ABF931ABD376836F111C89D867D2F2.jpg,https://www.sej.co.jp/products/a/item/095693/,587kcal,21.9g,22.2g,77.5g,72.4g,5.1g,4.1g
大盛明太マヨのスパゲティ,490円（税込529.20円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/091228/98CF39E888446C68F15D59586786D791.jpg,https://www.sej.co.jp/products/a/item/091228/,751kcal,25.0g,23.8g,112.8g,105.6g,7.2g,7.4g
肉の旨味あふれるミートソース,460円（税込496.80円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/095691/E0EBF7315FE7AB692519792D3E90C6A6.jpg,https://www.sej.co.jp/products/a/item/095691/,587kcal,21.9g,22.2g,77.5g,72.4g,5.1g,4.1g
高崎パスタベスビオ魚介の辛口トマトスープパスタ,550円（税込594円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/095741/BA77674E89EC4EB4736E5550AEBAFEB4.jpg,https://www.sej.co.jp/products/a/item/095741/,458kcal,23.7g,11.4g,68.1g,62.2g,5.9g,3.3g
ソースたっぷり大盛カルボナーラ,580円（税込626.40円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/095942/979AE8989651087486ABB950C22E2B62.jpg,https://www.sej.co.jp/products/a/item/095942/,822kcal,32.8g,26.6g,117.2g,108.3g,8.9g,7.8g
タルタル盛り鶏唐揚げペペロンチーノ,598円（税込645.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/090179/4E002DE8120B798656F13CAE49DCF8CC.jpg,https://www.sej.co.jp/products/a/item/090179/,835kcal,36.2g,44.0g,76.1g,70.8g,5.3g,5.8g
明太クリームパスタフェットチーネ使用,490円（税込529.20円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/090039/C982E0FE8BB84019E867D50034361F8F.jpg,https://www.sej.co.jp/products/a/item/090039/,535kcal,21.9g,18.9g,72.5g,66.1g,6.4g,4.7g
トマトソースとチーズのパスタ,530円（税込572.40円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/090310/3B9CB5C9131E4B61C00DBB56EC905C79.jpg,https://www.sej.co.jp/products/a/item/090310/,702kcal,27.7g,26.3g,92.0g,85.1g,6.9g,4g
３種きのこのバター醤油パスタ,550円（税込594円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/090654/41C73D3D758AFFDBF079F8084B34377E.jpg,https://www.sej.co.jp/products/a/item/090654/,482kcal,19.6g,13.8g,72.9g,66.8g,6.1g,4.5g
明太マヨのスパゲティ博多辛子明太子使用,480円（税込518.40円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/095822/C50228ED926967C0E2E67A4E5C899030.jpg,https://www.sej.co.jp/products/a/item/095822/,993kcal,30.2g,44.1g,123.0g,114.6g,8.4g,6.4g
ごまぽん酢で食べる夏の豚しゃぶ冷製パスタ,530円（税込572.40円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/095879/DF692DAD1706B0850EBAC47887FF528A.jpg,https://www.sej.co.jp/products/a/item/095879/,548kcal,23.4g,25.1g,60.3g,54.1g,6.2g,4.2g
太麺仕立ての昔なつかしナポリタン,420円（税込453.60円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/092715/C77C766539E19FAD66E9AC35991B0037.jpg,https://www.sej.co.jp/products/a/item/092715/,508kcal,16.9g,14.4g,80.7g,74.6g,6.1g,5g
３種チーズとろけるトマトソースパスタ,550円（税込594円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/090530/EDC59CA9F2D7ADA6A85F0C9751D02331.jpg,https://www.sej.co.jp/products/a/item/090530/,607kcal,27.6g,20.5g,81.1g,74.8g,6.3g,5.5g
スパゲットーニナポカレー,398円（税込429.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/090106/D6D35A10698F90CDDEE192D2947F5C73.jpg,https://www.sej.co.jp/products/a/item/090106/,711kcal,25.7g,12.8g,126.9g,119.8g,7.1g,6.3g
チーズ香る濃厚ソースの海老ドリア,498円（税込537.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/095290/98BBDF8D2B0D46EFA8E8F74328B6F3EC.jpg,https://www.sej.co.jp/products/a/item/095290/,435kcal,15.2g,11.6g,69.4g,65.7g,3.7g,2.3g
４種チーズのマカロニグラタン,323円（税込348.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/095190/0974525870A1AB92A340E3AE180B40FB.jpg,https://www.sej.co.jp/products/a/item/095190/,329kcal,15.1g,12.9g,39.4g,36.6g,2.8g,2.2g
３種チーズのミートソースドリア,350円（税込378円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/095295/919C11804BE002EEA44EC23C8C12C11C.jpg,https://www.sej.co.jp/products/a/item/095295/,494kcal,12.4g,15.2g,79.0g,75.0g,4.0g,2.3g
とろーりチーズのクリームソースドリア,350円（税込378円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/095352/4D1065BD32AEFF8431711B164C8F9A50.jpg,https://www.sej.co.jp/products/a/item/095352/,457kcal,12.0g,15.0g,69.2g,67.7g,1.5g,2.3g
３種チーズのミートソースドリア,350円（税込378円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/095293/C3EDC5D79E373F8CF53595811AD0DC93.jpg,https://www.sej.co.jp/products/a/item/095293/,494kcal,12.4g,15.2g,79.0g,75.0g,4.0g,2.3g
明太クリームドリア,398円（税込429.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/095831/980ABF5E81CF358C3691D0114280ABEA.jpg,https://www.sej.co.jp/products/a/item/095831/,391kcal,12.6g,9.1g,65.5g,63.7g,1.8g,2.8g
かぼちゃのクリームグラタン,460円（税込496.80円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/090629/BA4B5F559E6ADE249514E872D3EAEE5D.jpg,https://www.sej.co.jp/products/a/item/090629/,374kcal,13.6g,13.8g,51.6g,46.1g,5.5g,1.4g
